"","Pathogen","Disease","Agegroup","Source","CostCategory","median","5%","95%"
"385","STEC","Haemolytic uremic syndrome","65+","Molluscs","TotalHumanCapital",0,0,0
"386","STEC","Haemolytic uremic syndrome","65+","Nuts","TotalHumanCapital",16759.2932810065,290.422674842559,152040.002761563
"387","STEC","Haemolytic uremic syndrome","65+","Other","TotalHumanCapital",75446.7086567404,9527.95231486706,477247.323774924
"388","STEC","Haemolytic uremic syndrome","65+","Pork","TotalHumanCapital",72890.706020084,3105.32968324587,548411.145983302
"389","STEC","Haemolytic uremic syndrome","65+","Poultry","TotalHumanCapital",0,0,0
"390","STEC","Haemolytic uremic syndrome","65+","Vegetables","TotalHumanCapital",234592.53118074,34466.2559604825,1142013.6418482
"391","STEC","Haemolytic uremic syndrome","<5","AllFood","TotalHumanCapital",721561.786026615,239446.371241401,2060778.37730433
"392","STEC","Haemolytic uremic syndrome","<5","Beef","TotalHumanCapital",232082.586978816,33963.8896371289,908394.072424038
"393","STEC","Haemolytic uremic syndrome","<5","Crustaceans","TotalHumanCapital",0,0,0
"394","STEC","Haemolytic uremic syndrome","<5","Dairy","TotalHumanCapital",70013.1170206281,2931.50630235119,494285.649368004
"395","STEC","Haemolytic uremic syndrome","<5","Eggs","TotalHumanCapital",0,0,0
"396","STEC","Haemolytic uremic syndrome","<5","Finfish","TotalHumanCapital",0,0,0
"397","STEC","Haemolytic uremic syndrome","<5","Fruit","TotalHumanCapital",31744.149323862,3583.62301553606,196872.655044265
"398","STEC","Haemolytic uremic syndrome","<5","Grains and seeds","TotalHumanCapital",21507.1693625787,1340.05346087631,165772.962304594
"399","STEC","Haemolytic uremic syndrome","<5","Lamb","TotalHumanCapital",68695.6239919112,4228.83562245998,471736.371884085
"400","STEC","Haemolytic uremic syndrome","<5","Molluscs","TotalHumanCapital",0,0,0
"401","STEC","Haemolytic uremic syndrome","<5","Nuts","TotalHumanCapital",10461.9924961614,182.189192553494,97837.7498080501
"402","STEC","Haemolytic uremic syndrome","<5","Other","TotalHumanCapital",47091.0886191763,5974.32518436445,304425.437038367
"403","STEC","Haemolytic uremic syndrome","<5","Pork","TotalHumanCapital",45782.0407620036,1991.89541933959,352183.928056079
"404","STEC","Haemolytic uremic syndrome","<5","Poultry","TotalHumanCapital",0,0,0
"405","STEC","Haemolytic uremic syndrome","<5","Vegetables","TotalHumanCapital",146063.973914871,21107.6515927468,726066.028817338
"406","STEC","Initial","5-64","AllFood","TotalHumanCapital",1297899.9289523,598269.230746623,2828115.68372864
"407","STEC","Initial","5-64","Beef","TotalHumanCapital",430668.983867991,72670.8873589208,1317754.80778785
"408","STEC","Initial","5-64","Crustaceans","TotalHumanCapital",0,0,0
"409","STEC","Initial","5-64","Dairy","TotalHumanCapital",127366.636908692,5755.57124998101,766131.606974941
"410","STEC","Initial","5-64","Eggs","TotalHumanCapital",0,0,0
"411","STEC","Initial","5-64","Finfish","TotalHumanCapital",0,0,0
"412","STEC","Initial","5-64","Fruit","TotalHumanCapital",58911.2578079853,7493.29120535998,298846.091177081
"413","STEC","Initial","5-64","Grains and seeds","TotalHumanCapital",39656.5193099913,2604.15637795836,247702.959162763
"414","STEC","Initial","5-64","Lamb","TotalHumanCapital",124824.931690354,8474.19570453207,734118.809539707
"415","STEC","Initial","5-64","Molluscs","TotalHumanCapital",0,0,0
"416","STEC","Initial","5-64","Nuts","TotalHumanCapital",19302.7752888031,317.002982121132,142505.504033128
"417","STEC","Initial","5-64","Other","TotalHumanCapital",85978.2114914391,12903.6665042849,465872.811540142
"418","STEC","Initial","5-64","Pork","TotalHumanCapital",82994.948800531,3759.876370155,539866.595905177
"419","STEC","Initial","5-64","Poultry","TotalHumanCapital",0,0,0
"420","STEC","Initial","5-64","Vegetables","TotalHumanCapital",266147.50362901,47127.1973634723,1091424.01571375
"421","STEC","Initial","65+","AllFood","TotalHumanCapital",504147.216726613,185339.786634247,1998231.81599028
"422","STEC","Initial","65+","Beef","TotalHumanCapital",165913.193165556,25245.9454177106,819754.342431899
"423","STEC","Initial","65+","Crustaceans","TotalHumanCapital",0,0,0
"424","STEC","Initial","65+","Dairy","TotalHumanCapital",53082.5384144799,2220.38080558581,427463.612862415
"425","STEC","Initial","65+","Eggs","TotalHumanCapital",0,0,0
"426","STEC","Initial","65+","Finfish","TotalHumanCapital",0,0,0
"427","STEC","Initial","65+","Fruit","TotalHumanCapital",23080.083728736,2661.9169565862,180758.671446439
"428","STEC","Initial","65+","Grains and seeds","TotalHumanCapital",15828.4901346799,999.430452759279,150258.747560657
"429","STEC","Initial","65+","Lamb","TotalHumanCapital",51380.7809110877,3160.50399571051,409437.533600355
"430","STEC","Initial","65+","Molluscs","TotalHumanCapital",0,0,0
"431","STEC","Initial","65+","Nuts","TotalHumanCapital",7722.07731225825,145.49143166101,90749.2381678108
"432","STEC","Initial","65+","Other","TotalHumanCapital",34944.8271253682,4470.28524089176,269457.161639589
"433","STEC","Initial","65+","Pork","TotalHumanCapital",34201.7419304656,1473.39097575217,302104.217157992
"434","STEC","Initial","65+","Poultry","TotalHumanCapital",0,0,0
"435","STEC","Initial","65+","Vegetables","TotalHumanCapital",107477.83143723,16176.6111067809,639190.604463726
"436","STEC","Initial","<5","AllFood","TotalHumanCapital",364270.909705208,126007.81937341,1490144.60648761
"437","STEC","Initial","<5","Beef","TotalHumanCapital",120013.080692571,17560.9663471204,612415.350991383
"438","STEC","Initial","<5","Crustaceans","TotalHumanCapital",0,0,0
"439","STEC","Initial","<5","Dairy","TotalHumanCapital",37772.8846146315,1555.87254530365,313396.607993646
"440","STEC","Initial","<5","Eggs","TotalHumanCapital",0,0,0
"441","STEC","Initial","<5","Finfish","TotalHumanCapital",0,0,0
"442","STEC","Initial","<5","Fruit","TotalHumanCapital",16668.4255692896,1861.68863937049,132485.627108674
"443","STEC","Initial","<5","Grains and seeds","TotalHumanCapital",11323.0767838033,695.810424652921,111367.092176726
"444","STEC","Initial","<5","Lamb","TotalHumanCapital",36681.6793520263,2211.61764142637,301561.304744556
"445","STEC","Initial","<5","Molluscs","TotalHumanCapital",0,0,0
"446","STEC","Initial","<5","Nuts","TotalHumanCapital",5499.4555723494,101.489559325698,68155.8505755686
"447","STEC","Initial","<5","Other","TotalHumanCapital",24999.8949923209,3097.88961949709,196489.058462957
"448","STEC","Initial","<5","Pork","TotalHumanCapital",24549.6649266808,1044.64427013805,222507.475861019
"449","STEC","Initial","<5","Poultry","TotalHumanCapital",0,0,0
"450","STEC","Initial","<5","Vegetables","TotalHumanCapital",77026.0003393547,11185.0320077461,469147.041067732
"451","Toxoplasma gondii","Initial","5-64","AllFood","TotalHumanCapital",9460269.04490256,5425890.83019981,14735945.6676167
"452","Toxoplasma gondii","Initial","5-64","Beef","TotalHumanCapital",2152249.83644323,397705.670176193,6851655.12876253
"453","Toxoplasma gondii","Initial","5-64","Crustaceans","TotalHumanCapital",0,0,0
"454","Toxoplasma gondii","Initial","5-64","Dairy","TotalHumanCapital",440706.929104908,7454.8644260874,2009485.88708935
"455","Toxoplasma gondii","Initial","5-64","Eggs","TotalHumanCapital",0,0,0
"456","Toxoplasma gondii","Initial","5-64","Finfish","TotalHumanCapital",0,0,0
"457","Toxoplasma gondii","Initial","5-64","Fruit","TotalHumanCapital",436706.161232655,60653.4304972962,1482052.57497392
"458","Toxoplasma gondii","Initial","5-64","Grains and seeds","TotalHumanCapital",0,0,0
"459","Toxoplasma gondii","Initial","5-64","Lamb","TotalHumanCapital",2122901.15594459,177468.478238833,6922435.8024505
"460","Toxoplasma gondii","Initial","5-64","Molluscs","TotalHumanCapital",0,0,0
"461","Toxoplasma gondii","Initial","5-64","Nuts","TotalHumanCapital",0,0,0
"462","Toxoplasma gondii","Initial","5-64","Other","TotalHumanCapital",1141484.47279802,101920.133307078,4674858.76857325
"463","Toxoplasma gondii","Initial","5-64","Pork","TotalHumanCapital",1537144.24982676,144767.122541678,4939151.43203505
"464","Toxoplasma gondii","Initial","5-64","Poultry","TotalHumanCapital",474374.778169363,80187.032673904,1727293.38230711
"465","Toxoplasma gondii","Initial","5-64","Vegetables","TotalHumanCapital",1562065.28908135,105033.038838586,5731889.97671073
"466","Toxoplasma gondii","Initial","65+","AllFood","TotalHumanCapital",2227900.80422782,989125.289985928,5066742.97342626
"467","Toxoplasma gondii","Initial","65+","Beef","TotalHumanCapital",514490.951574798,83103.1691328342,2012011.45177115
"468","Toxoplasma gondii","Initial","65+","Crustaceans","TotalHumanCapital",0,0,0
"469","Toxoplasma gondii","Initial","65+","Dairy","TotalHumanCapital",105033.201393192,1917.32156970999,641707.463964633
"470","Toxoplasma gondii","Initial","65+","Eggs","TotalHumanCapital",0,0,0
"471","Toxoplasma gondii","Initial","65+","Finfish","TotalHumanCapital",0,0,0
"472","Toxoplasma gondii","Initial","65+","Fruit","TotalHumanCapital",101620.239009243,13165.5746079701,491720.693335228
"473","Toxoplasma gondii","Initial","65+","Grains and seeds","TotalHumanCapital",0,0,0
"474","Toxoplasma gondii","Initial","65+","Lamb","TotalHumanCapital",496743.523481987,40465.5824068269,2042047.25896366
"475","Toxoplasma gondii","Initial","65+","Molluscs","TotalHumanCapital",0,0,0
"476","Toxoplasma gondii","Initial","65+","Nuts","TotalHumanCapital",0,0,0
"477","Toxoplasma gondii","Initial","65+","Other","TotalHumanCapital",274610.375193289,22703.9618701329,1372835.15656699
"478","Toxoplasma gondii","Initial","65+","Pork","TotalHumanCapital",357339.205534103,32576.8990494478,1479755.49361843
"479","Toxoplasma gondii","Initial","65+","Poultry","TotalHumanCapital",111782.67974273,16840.2474471386,552952.436445012
"480","Toxoplasma gondii","Initial","65+","Vegetables","TotalHumanCapital",371140.414626655,24171.3908082113,1665809.98020265
"481","Toxoplasma gondii","Initial","<5","AllFood","TotalHumanCapital",1068647.75366737,466329.878563015,2131835.97568223
"482","Toxoplasma gondii","Initial","<5","Beef","TotalHumanCapital",240897.494753867,39570.921659332,891645.364359442
"483","Toxoplasma gondii","Initial","<5","Crustaceans","TotalHumanCapital",0,0,0
"484","Toxoplasma gondii","Initial","<5","Dairy","TotalHumanCapital",49495.3733993068,874.893883765531,276342.476053377
"485","Toxoplasma gondii","Initial","<5","Eggs","TotalHumanCapital",0,0,0
"486","Toxoplasma gondii","Initial","<5","Finfish","TotalHumanCapital",0,0,0
"487","Toxoplasma gondii","Initial","<5","Fruit","TotalHumanCapital",48180.6506154688,6171.79164009705,210588.914987162
"488","Toxoplasma gondii","Initial","<5","Grains and seeds","TotalHumanCapital",0,0,0
"489","Toxoplasma gondii","Initial","<5","Lamb","TotalHumanCapital",234665.47877106,18848.5904798827,904572.567281576
"490","Toxoplasma gondii","Initial","<5","Molluscs","TotalHumanCapital",0,0,0
"491","Toxoplasma gondii","Initial","<5","Nuts","TotalHumanCapital",0,0,0
"492","Toxoplasma gondii","Initial","<5","Other","TotalHumanCapital",128224.823013408,10759.3612870582,608861.12974823
"493","Toxoplasma gondii","Initial","<5","Pork","TotalHumanCapital",169585.484427248,15259.3492773585,646762.168812175
"494","Toxoplasma gondii","Initial","<5","Poultry","TotalHumanCapital",52607.898872527,8081.75157944607,239018.493876167
"495","Toxoplasma gondii","Initial","<5","Vegetables","TotalHumanCapital",173964.202492195,11266.5204145378,743476.288807231
"496","Yersinia Enterocolitica","Reactive arthritis","5-64","AllFood","TotalHumanCapital",2010103.25460016,686725.771863805,4365337.6384738
"497","Yersinia Enterocolitica","Reactive arthritis","5-64","Beef","TotalHumanCapital",192228.498916989,8643.23493084114,1001957.36561483
"498","Yersinia Enterocolitica","Reactive arthritis","5-64","Crustaceans","TotalHumanCapital",0,0,0
"499","Yersinia Enterocolitica","Reactive arthritis","5-64","Dairy","TotalHumanCapital",149195.046961241,6207.61157486624,887316.500282945
"500","Yersinia Enterocolitica","Reactive arthritis","5-64","Eggs","TotalHumanCapital",0,0,0
"501","Yersinia Enterocolitica","Reactive arthritis","5-64","Finfish","TotalHumanCapital",41269.4554917813,37.6239187333507,324943.938314265
"502","Yersinia Enterocolitica","Reactive arthritis","5-64","Fruit","TotalHumanCapital",0,0,0
"503","Yersinia Enterocolitica","Reactive arthritis","5-64","Grains and seeds","TotalHumanCapital",0,0,0
"504","Yersinia Enterocolitica","Reactive arthritis","5-64","Lamb","TotalHumanCapital",191610.687041851,9212.48565011386,987804.022818863
"505","Yersinia Enterocolitica","Reactive arthritis","5-64","Molluscs","TotalHumanCapital",0,0,0
"506","Yersinia Enterocolitica","Reactive arthritis","5-64","Nuts","TotalHumanCapital",0,0,0
"507","Yersinia Enterocolitica","Reactive arthritis","5-64","Other","TotalHumanCapital",35159.444980721,38.1557537823471,2465228.64918823
"508","Yersinia Enterocolitica","Reactive arthritis","5-64","Pork","TotalHumanCapital",925303.641980574,149183.229217685,2694411.96068888
"509","Yersinia Enterocolitica","Reactive arthritis","5-64","Poultry","TotalHumanCapital",0,0,0
"510","Yersinia Enterocolitica","Reactive arthritis","5-64","Vegetables","TotalHumanCapital",319038.478622517,17289.8772509311,1516944.26443555
"511","Yersinia Enterocolitica","Reactive arthritis","65+","AllFood","TotalHumanCapital",362630.834544649,123229.16192523,792478.286348229
"512","Yersinia Enterocolitica","Reactive arthritis","65+","Beef","TotalHumanCapital",34722.3987506341,1558.31603364708,181289.287342394
"513","Yersinia Enterocolitica","Reactive arthritis","65+","Crustaceans","TotalHumanCapital",0,0,0
"514","Yersinia Enterocolitica","Reactive arthritis","65+","Dairy","TotalHumanCapital",26838.1268859891,1113.00714977396,160568.888116609
"515","Yersinia Enterocolitica","Reactive arthritis","65+","Eggs","TotalHumanCapital",0,0,0
"516","Yersinia Enterocolitica","Reactive arthritis","65+","Finfish","TotalHumanCapital",7433.3269060752,6.90594343715776,59460.6106780931
"517","Yersinia Enterocolitica","Reactive arthritis","65+","Fruit","TotalHumanCapital",0,0,0
"518","Yersinia Enterocolitica","Reactive arthritis","65+","Grains and seeds","TotalHumanCapital",0,0,0
"519","Yersinia Enterocolitica","Reactive arthritis","65+","Lamb","TotalHumanCapital",34615.1083194052,1654.74892883421,178495.74515387
"520","Yersinia Enterocolitica","Reactive arthritis","65+","Molluscs","TotalHumanCapital",0,0,0
"521","Yersinia Enterocolitica","Reactive arthritis","65+","Nuts","TotalHumanCapital",0,0,0
"522","Yersinia Enterocolitica","Reactive arthritis","65+","Other","TotalHumanCapital",6364.21716361136,6.95579908901334,445150.591357459
"523","Yersinia Enterocolitica","Reactive arthritis","65+","Pork","TotalHumanCapital",166841.149801025,26842.1593549878,489128.112327825
"524","Yersinia Enterocolitica","Reactive arthritis","65+","Poultry","TotalHumanCapital",0,0,0
"525","Yersinia Enterocolitica","Reactive arthritis","65+","Vegetables","TotalHumanCapital",57466.2588045631,3132.25310333543,274910.354967144
"526","Yersinia Enterocolitica","Reactive arthritis","<5","AllFood","TotalHumanCapital",443490.292561513,151141.560633564,966145.97560064
"527","Yersinia Enterocolitica","Reactive arthritis","<5","Beef","TotalHumanCapital",42392.7790580636,1899.68458048665,220952.699395282
"528","Yersinia Enterocolitica","Reactive arthritis","<5","Crustaceans","TotalHumanCapital",0,0,0
"529","Yersinia Enterocolitica","Reactive arthritis","<5","Dairy","TotalHumanCapital",32857.3171271722,1366.94432301361,195689.962356238
"530","Yersinia Enterocolitica","Reactive arthritis","<5","Eggs","TotalHumanCapital",0,0,0
"531","Yersinia Enterocolitica","Reactive arthritis","<5","Finfish","TotalHumanCapital",9097.70218592654,8.26226759422997,71983.8734063624
"532","Yersinia Enterocolitica","Reactive arthritis","<5","Fruit","TotalHumanCapital",0,0,0
"533","Yersinia Enterocolitica","Reactive arthritis","<5","Grains and seeds","TotalHumanCapital",0,0,0
"534","Yersinia Enterocolitica","Reactive arthritis","<5","Lamb","TotalHumanCapital",42287.9687867243,2022.81280244054,217843.735429801
"535","Yersinia Enterocolitica","Reactive arthritis","<5","Molluscs","TotalHumanCapital",0,0,0
"536","Yersinia Enterocolitica","Reactive arthritis","<5","Nuts","TotalHumanCapital",0,0,0
"537","Yersinia Enterocolitica","Reactive arthritis","<5","Other","TotalHumanCapital",7771.16089571531,8.40690953721617,542683.838058197
"538","Yersinia Enterocolitica","Reactive arthritis","<5","Pork","TotalHumanCapital",203819.163552328,32795.8484503681,596110.004378957
"539","Yersinia Enterocolitica","Reactive arthritis","<5","Poultry","TotalHumanCapital",0,0,0
"540","Yersinia Enterocolitica","Reactive arthritis","<5","Vegetables","TotalHumanCapital",70305.9880968196,3815.7030949508,335853.953884088
"541","Yersinia Enterocolitica","Initial","5-64","AllFood","TotalHumanCapital",5276376.49358151,2981443.2508934,9227788.86691231
"542","Yersinia Enterocolitica","Initial","5-64","Beef","TotalHumanCapital",537553.765017445,25262.8329485937,2330395.4400872
"543","Yersinia Enterocolitica","Initial","5-64","Crustaceans","TotalHumanCapital",0,0,0
"544","Yersinia Enterocolitica","Initial","5-64","Dairy","TotalHumanCapital",411194.907125475,18140.4511946235,2050523.19295475
"545","Yersinia Enterocolitica","Initial","5-64","Eggs","TotalHumanCapital",0,0,0
"546","Yersinia Enterocolitica","Initial","5-64","Finfish","TotalHumanCapital",114194.281054445,84.4377922876536,731583.987586434
"547","Yersinia Enterocolitica","Initial","5-64","Fruit","TotalHumanCapital",0,0,0
"548","Yersinia Enterocolitica","Initial","5-64","Grains and seeds","TotalHumanCapital",0,0,0
"549","Yersinia Enterocolitica","Initial","5-64","Lamb","TotalHumanCapital",533335.981592754,26796.7099601043,2303586.50599765
"550","Yersinia Enterocolitica","Initial","5-64","Molluscs","TotalHumanCapital",0,0,0
"551","Yersinia Enterocolitica","Initial","5-64","Nuts","TotalHumanCapital",0,0,0
"552","Yersinia Enterocolitica","Initial","5-64","Other","TotalHumanCapital",79472.5166153765,83.0990021532416,5696383.45813072
"553","Yersinia Enterocolitica","Initial","5-64","Pork","TotalHumanCapital",2597316.84002836,525846.502151952,5917917.23330477
"554","Yersinia Enterocolitica","Initial","5-64","Poultry","TotalHumanCapital",0,0,0
"555","Yersinia Enterocolitica","Initial","5-64","Vegetables","TotalHumanCapital",891433.763560597,51849.7317814758,3508862.66904853
"556","Yersinia Enterocolitica","Initial","65+","AllFood","TotalHumanCapital",992275.304700928,430008.815560738,3084915.29587716
"557","Yersinia Enterocolitica","Initial","65+","Beef","TotalHumanCapital",104219.487559918,4885.06488190153,624369.775677562
"558","Yersinia Enterocolitica","Initial","65+","Crustaceans","TotalHumanCapital",0,0,0
"559","Yersinia Enterocolitica","Initial","65+","Dairy","TotalHumanCapital",81020.6885324503,3528.81668244652,553222.71661159
"560","Yersinia Enterocolitica","Initial","65+","Eggs","TotalHumanCapital",0,0,0
"561","Yersinia Enterocolitica","Initial","65+","Finfish","TotalHumanCapital",22749.8614893605,26.7228977599442,225434.217930913
"562","Yersinia Enterocolitica","Initial","65+","Fruit","TotalHumanCapital",0,0,0
"563","Yersinia Enterocolitica","Initial","65+","Grains and seeds","TotalHumanCapital",0,0,0
"564","Yersinia Enterocolitica","Initial","65+","Lamb","TotalHumanCapital",103249.477723095,5210.42402866447,619671.477383338
"565","Yersinia Enterocolitica","Initial","65+","Molluscs","TotalHumanCapital",0,0,0
"566","Yersinia Enterocolitica","Initial","65+","Nuts","TotalHumanCapital",0,0,0
"567","Yersinia Enterocolitica","Initial","65+","Other","TotalHumanCapital",23557.1660688428,23.9678412188062,1455398.47343715
"568","Yersinia Enterocolitica","Initial","65+","Pork","TotalHumanCapital",476826.178829851,87937.2591273221,1785217.84348864
"569","Yersinia Enterocolitica","Initial","65+","Poultry","TotalHumanCapital",0,0,0
"570","Yersinia Enterocolitica","Initial","65+","Vegetables","TotalHumanCapital",172415.375675721,9798.41364464735,943284.480225198
"571","Yersinia Enterocolitica","Initial","<5","AllFood","TotalHumanCapital",771408.146891374,367590.376219512,2141328.58778316
"572","Yersinia Enterocolitica","Initial","<5","Beef","TotalHumanCapital",81252.0798096919,3890.30697099931,451984.737349182
"573","Yersinia Enterocolitica","Initial","<5","Crustaceans","TotalHumanCapital",0,0,0
"574","Yersinia Enterocolitica","Initial","<5","Dairy","TotalHumanCapital",63071.5034582779,2741.7562247789,396812.211665502
"575","Yersinia Enterocolitica","Initial","<5","Eggs","TotalHumanCapital",0,0,0
"576","Yersinia Enterocolitica","Initial","<5","Finfish","TotalHumanCapital",17637.2728060017,17.7481063295559,161509.860892618
"577","Yersinia Enterocolitica","Initial","<5","Fruit","TotalHumanCapital",0,0,0
"578","Yersinia Enterocolitica","Initial","<5","Grains and seeds","TotalHumanCapital",0,0,0
"579","Yersinia Enterocolitica","Initial","<5","Lamb","TotalHumanCapital",80830.2490505677,4020.5799512116,447141.238490463
"580","Yersinia Enterocolitica","Initial","<5","Molluscs","TotalHumanCapital",0,0,0
"581","Yersinia Enterocolitica","Initial","<5","Nuts","TotalHumanCapital",0,0,0
"582","Yersinia Enterocolitica","Initial","<5","Other","TotalHumanCapital",16833.3555678857,18.0101495703821,1028452.75910687
"583","Yersinia Enterocolitica","Initial","<5","Pork","TotalHumanCapital",377093.530366614,71746.2364464849,1239013.56418616
"584","Yersinia Enterocolitica","Initial","<5","Poultry","TotalHumanCapital",0,0,0
"585","Yersinia Enterocolitica","Initial","<5","Vegetables","TotalHumanCapital",135009.056288314,7747.3118284946,663213.27158718
"586","All pathogens","Guillain-Barré syndrome","5-64","AllFood","TotalHumanCapital",8923169.50568363,5002516.19699979,15053076.3267884
"587","All pathogens","Guillain-Barré syndrome","5-64","Beef","TotalHumanCapital",502327.301472141,82872.5872112282,2153686.86353484
"588","All pathogens","Guillain-Barré syndrome","5-64","Crustaceans","TotalHumanCapital",0,0,0
"589","All pathogens","Guillain-Barré syndrome","5-64","Dairy","TotalHumanCapital",491685.36964143,38230.300415164,1868871.45146595
"590","All pathogens","Guillain-Barré syndrome","5-64","Eggs","TotalHumanCapital",0,0,0
"591","All pathogens","Guillain-Barré syndrome","5-64","Finfish","TotalHumanCapital",0,0,0
"592","All pathogens","Guillain-Barré syndrome","5-64","Fruit","TotalHumanCapital",0,0,0
"593","All pathogens","Guillain-Barré syndrome","5-64","Grains and seeds","TotalHumanCapital",0,0,0
"594","All pathogens","Guillain-Barré syndrome","5-64","Lamb","TotalHumanCapital",362541.75633638,17829.9630561787,1616784.30579645
"595","All pathogens","Guillain-Barré syndrome","5-64","Molluscs","TotalHumanCapital",0,0,0
"596","All pathogens","Guillain-Barré syndrome","5-64","Nuts","TotalHumanCapital",0,0,0
"597","All pathogens","Guillain-Barré syndrome","5-64","Other","TotalHumanCapital",880381.892676172,420.589114930872,2789713.88786087
"598","All pathogens","Guillain-Barré syndrome","5-64","Pork","TotalHumanCapital",446307.999836902,38169.3047019494,1946976.8335205
"599","All pathogens","Guillain-Barré syndrome","5-64","Poultry","TotalHumanCapital",5820338.3572598,2377643.80053505,11179380.4570203
"600","All pathogens","Guillain-Barré syndrome","5-64","Vegetables","TotalHumanCapital",601257.414898742,46587.9628433652,2085699.14099194
"601","All pathogens","Guillain-Barré syndrome","65+","AllFood","TotalHumanCapital",32756407.2361154,14712249.0411365,60110401.516437
"602","All pathogens","Guillain-Barré syndrome","65+","Beef","TotalHumanCapital",1795254.34669792,270610.175935248,8236642.69614656
"603","All pathogens","Guillain-Barré syndrome","65+","Crustaceans","TotalHumanCapital",0,0,0
"604","All pathogens","Guillain-Barré syndrome","65+","Dairy","TotalHumanCapital",1736364.03706338,134446.978335534,7149055.74453401
"605","All pathogens","Guillain-Barré syndrome","65+","Eggs","TotalHumanCapital",0,0,0
"606","All pathogens","Guillain-Barré syndrome","65+","Finfish","TotalHumanCapital",0,0,0
"607","All pathogens","Guillain-Barré syndrome","65+","Fruit","TotalHumanCapital",0,0,0
"608","All pathogens","Guillain-Barré syndrome","65+","Grains and seeds","TotalHumanCapital",0,0,0
"609","All pathogens","Guillain-Barré syndrome","65+","Lamb","TotalHumanCapital",1287455.44258055,63420.7194779973,6182473.94852377
"610","All pathogens","Guillain-Barré syndrome","65+","Molluscs","TotalHumanCapital",0,0,0
"611","All pathogens","Guillain-Barré syndrome","65+","Nuts","TotalHumanCapital",0,0,0
"612","All pathogens","Guillain-Barré syndrome","65+","Other","TotalHumanCapital",3091848.56344093,1653.1669283989,10773714.7266018
"613","All pathogens","Guillain-Barré syndrome","65+","Pork","TotalHumanCapital",1581143.57725998,132302.606238863,7561279.5445874
"614","All pathogens","Guillain-Barré syndrome","65+","Poultry","TotalHumanCapital",21054017.0354661,7308263.68705544,44051487.8388492
"615","All pathogens","Guillain-Barré syndrome","65+","Vegetables","TotalHumanCapital",2111832.21640658,164570.041705994,8106451.18511271
"616","All pathogens","Guillain-Barré syndrome","<5","AllFood","TotalHumanCapital",596905.630063242,283063.958478574,1276652.82005554
"617","All pathogens","Guillain-Barré syndrome","<5","Beef","TotalHumanCapital",33864.0831018734,5139.90669326757,172571.352291705
"618","All pathogens","Guillain-Barré syndrome","<5","Crustaceans","TotalHumanCapital",0,0,0
"619","All pathogens","Guillain-Barré syndrome","<5","Dairy","TotalHumanCapital",32652.8699675355,2495.8461751381,154244.733878953
"620","All pathogens","Guillain-Barré syndrome","<5","Eggs","TotalHumanCapital",0,0,0
"621","All pathogens","Guillain-Barré syndrome","<5","Finfish","TotalHumanCapital",0,0,0
"622","All pathogens","Guillain-Barré syndrome","<5","Fruit","TotalHumanCapital",0,0,0
"623","All pathogens","Guillain-Barré syndrome","<5","Grains and seeds","TotalHumanCapital",0,0,0
"624","All pathogens","Guillain-Barré syndrome","<5","Lamb","TotalHumanCapital",24144.6400937671,1201.63031782588,132672.37817336
"625","All pathogens","Guillain-Barré syndrome","<5","Molluscs","TotalHumanCapital",0,0,0
"626","All pathogens","Guillain-Barré syndrome","<5","Nuts","TotalHumanCapital",0,0,0
"627","All pathogens","Guillain-Barré syndrome","<5","Other","TotalHumanCapital",57398.820980009,35.6277027718541,225335.201943128
"628","All pathogens","Guillain-Barré syndrome","<5","Pork","TotalHumanCapital",29907.5550706138,2475.64678601273,159372.040440215
"629","All pathogens","Guillain-Barré syndrome","<5","Poultry","TotalHumanCapital",387808.502538005,138934.616645237,918119.571123199
"630","All pathogens","Guillain-Barré syndrome","<5","Vegetables","TotalHumanCapital",39459.2618070403,3042.24290770514,170397.958883457
"631","All pathogens","Haemolytic uremic syndrome","5-64","AllFood","TotalHumanCapital",6666934.2191495,3426764.24831038,12328508.8294465
"632","All pathogens","Haemolytic uremic syndrome","5-64","Beef","TotalHumanCapital",2230890.62897295,390357.744071685,6011098.39191482
"633","All pathogens","Haemolytic uremic syndrome","5-64","Crustaceans","TotalHumanCapital",0,0,0
"634","All pathogens","Haemolytic uremic syndrome","5-64","Dairy","TotalHumanCapital",647405.422940865,29191.0867322984,3611671.39860851
"635","All pathogens","Haemolytic uremic syndrome","5-64","Eggs","TotalHumanCapital",0,0,0
"636","All pathogens","Haemolytic uremic syndrome","5-64","Finfish","TotalHumanCapital",0,0,0
"637","All pathogens","Haemolytic uremic syndrome","5-64","Fruit","TotalHumanCapital",302750.847965616,39814.8383629133,1307964.55486958
"638","All pathogens","Haemolytic uremic syndrome","5-64","Grains and seeds","TotalHumanCapital",203351.312035301,13597.2514972319,1102611.86029895
"639","All pathogens","Haemolytic uremic syndrome","5-64","Lamb","TotalHumanCapital",633803.250025319,43523.4840892646,3376387.23675821
"640","All pathogens","Haemolytic uremic syndrome","5-64","Molluscs","TotalHumanCapital",0,0,0
"641","All pathogens","Haemolytic uremic syndrome","5-64","Nuts","TotalHumanCapital",98734.1870373512,1583.75298294218,629022.432110783
"642","All pathogens","Haemolytic uremic syndrome","5-64","Other","TotalHumanCapital",434499.182077263,69904.5467828507,2142350.00442264
"643","All pathogens","Haemolytic uremic syndrome","5-64","Pork","TotalHumanCapital",420580.234019922,19235.6026954219,2503162.44102418
