"","Pathogen","Disease","Agegroup","Source","CostCategory","median","5%","95%"
"1150","Campylobacter","Initial and sequel disease","5-64","Molluscs","TotalHumanCapital",0,0,0
"1151","Campylobacter","Initial and sequel disease","5-64","Nuts","TotalHumanCapital",0,0,0
"1152","Campylobacter","Initial and sequel disease","5-64","Other","TotalHumanCapital",23464392.691495,10074.5074143306,69013547.0803241
"1153","Campylobacter","Initial and sequel disease","5-64","Pork","TotalHumanCapital",11725291.2489251,1020162.20816308,48818053.2449083
"1154","Campylobacter","Initial and sequel disease","5-64","Poultry","TotalHumanCapital",151926256.014179,69056806.3410767,274447357.821123
"1155","Campylobacter","Initial and sequel disease","5-64","Vegetables","TotalHumanCapital",15888149.1334606,1227932.46599144,51714561.1126909
"1156","Campylobacter","Initial and sequel disease","65+","AllFood","TotalHumanCapital",105880499.744028,74553118.9883125,158067203.048003
"1157","Campylobacter","Initial and sequel disease","65+","Beef","TotalHumanCapital",6057978.50509319,1066499.52022429,24377934.285767
"1158","Campylobacter","Initial and sequel disease","65+","Crustaceans","TotalHumanCapital",0,0,0
"1159","Campylobacter","Initial and sequel disease","65+","Dairy","TotalHumanCapital",6053809.09703753,475982.548093367,21415682.1790828
"1160","Campylobacter","Initial and sequel disease","65+","Eggs","TotalHumanCapital",0,0,0
"1161","Campylobacter","Initial and sequel disease","65+","Finfish","TotalHumanCapital",0,0,0
"1162","Campylobacter","Initial and sequel disease","65+","Fruit","TotalHumanCapital",0,0,0
"1163","Campylobacter","Initial and sequel disease","65+","Grains and seeds","TotalHumanCapital",0,0,0
"1164","Campylobacter","Initial and sequel disease","65+","Lamb","TotalHumanCapital",4418773.58253354,216862.05194189,18229644.5466408
"1165","Campylobacter","Initial and sequel disease","65+","Molluscs","TotalHumanCapital",0,0,0
"1166","Campylobacter","Initial and sequel disease","65+","Nuts","TotalHumanCapital",0,0,0
"1167","Campylobacter","Initial and sequel disease","65+","Other","TotalHumanCapital",11035731.5275106,4728.33361851724,31372868.2838939
"1168","Campylobacter","Initial and sequel disease","65+","Pork","TotalHumanCapital",5400170.02776559,475196.700575214,21989386.650438
"1169","Campylobacter","Initial and sequel disease","65+","Poultry","TotalHumanCapital",70539773.143527,33929835.0174709,119441166.836874
"1170","Campylobacter","Initial and sequel disease","65+","Vegetables","TotalHumanCapital",7404310.01359871,572873.856570237,23355780.8685411
"1171","Campylobacter","Initial and sequel disease","<5","AllFood","TotalHumanCapital",27108283.3664192,16797467.185073,44109076.6852615
"1172","Campylobacter","Initial and sequel disease","<5","Beef","TotalHumanCapital",1545759.95531557,260503.800571806,6449047.09693593
"1173","Campylobacter","Initial and sequel disease","<5","Crustaceans","TotalHumanCapital",0,0,0
"1174","Campylobacter","Initial and sequel disease","<5","Dairy","TotalHumanCapital",1520050.87081003,119680.038777967,5574246.7647524
"1175","Campylobacter","Initial and sequel disease","<5","Eggs","TotalHumanCapital",0,0,0
"1176","Campylobacter","Initial and sequel disease","<5","Finfish","TotalHumanCapital",0,0,0
"1177","Campylobacter","Initial and sequel disease","<5","Fruit","TotalHumanCapital",0,0,0
"1178","Campylobacter","Initial and sequel disease","<5","Grains and seeds","TotalHumanCapital",0,0,0
"1179","Campylobacter","Initial and sequel disease","<5","Lamb","TotalHumanCapital",1117468.34821854,54833.913972934,4834797.77063227
"1180","Campylobacter","Initial and sequel disease","<5","Molluscs","TotalHumanCapital",0,0,0
"1181","Campylobacter","Initial and sequel disease","<5","Nuts","TotalHumanCapital",0,0,0
"1182","Campylobacter","Initial and sequel disease","<5","Other","TotalHumanCapital",2741695.55906611,1220.98175048346,8290419.61586714
"1183","Campylobacter","Initial and sequel disease","<5","Pork","TotalHumanCapital",1374711.06312654,118612.218880473,5855425.99764378
"1184","Campylobacter","Initial and sequel disease","<5","Poultry","TotalHumanCapital",17819455.2225657,7883741.58293649,32854808.1606041
"1185","Campylobacter","Initial and sequel disease","<5","Vegetables","TotalHumanCapital",1861276.64309935,143722.041862259,6130728.293211
"1186","Campylobacter","Initial and sequel disease","All ages","AllFood","TotalHumanCapital",365227393.316209,250066005.258903,553445131.390002
"1187","Campylobacter","Initial and sequel disease","All ages","Beef","TotalHumanCapital",20867475.3822005,3641416.62728879,81746199.1006291
"1188","Campylobacter","Initial and sequel disease","All ages","Crustaceans","TotalHumanCapital",0,0,0
"1189","Campylobacter","Initial and sequel disease","All ages","Dairy","TotalHumanCapital",20778789.2955067,1635811.58941536,70586898.4675857
"1190","Campylobacter","Initial and sequel disease","All ages","Eggs","TotalHumanCapital",0,0,0
"1191","Campylobacter","Initial and sequel disease","All ages","Finfish","TotalHumanCapital",0,0,0
"1192","Campylobacter","Initial and sequel disease","All ages","Fruit","TotalHumanCapital",0,0,0
"1193","Campylobacter","Initial and sequel disease","All ages","Grains and seeds","TotalHumanCapital",0,0,0
"1194","Campylobacter","Initial and sequel disease","All ages","Lamb","TotalHumanCapital",15164708.977215,746191.380346642,61079034.4720951
"1195","Campylobacter","Initial and sequel disease","All ages","Molluscs","TotalHumanCapital",0,0,0
"1196","Campylobacter","Initial and sequel disease","All ages","Nuts","TotalHumanCapital",0,0,0
"1197","Campylobacter","Initial and sequel disease","All ages","Other","TotalHumanCapital",37742492.4488796,15555.9786507475,105635598.495013
"1198","Campylobacter","Initial and sequel disease","All ages","Pork","TotalHumanCapital",18597196.0039802,1629020.10600218,74513750.2820309
"1199","Campylobacter","Initial and sequel disease","All ages","Poultry","TotalHumanCapital",242566328.54553,115129314.583394,416779860.618228
"1200","Campylobacter","Initial and sequel disease","All ages","Vegetables","TotalHumanCapital",25474064.5038489,1964216.08080648,78493122.413477
"1201","Listeria monocytogenes","Initial and sequel disease","5-64","AllFood","TotalHumanCapital",22889987.6638997,13950079.1317178,35655842.6854702
"1202","Listeria monocytogenes","Initial and sequel disease","5-64","Beef","TotalHumanCapital",1018961.20824691,34881.5241372763,4844039.28917701
"1203","Listeria monocytogenes","Initial and sequel disease","5-64","Crustaceans","TotalHumanCapital",1084764.60775183,50309.382685754,5363248.58209676
"1204","Listeria monocytogenes","Initial and sequel disease","5-64","Dairy","TotalHumanCapital",3848176.16452226,908833.084085723,12933331.8204911
"1205","Listeria monocytogenes","Initial and sequel disease","5-64","Eggs","TotalHumanCapital",0,0,0
"1206","Listeria monocytogenes","Initial and sequel disease","5-64","Finfish","TotalHumanCapital",2864408.91053579,308012.729895142,11423166.1589084
"1207","Listeria monocytogenes","Initial and sequel disease","5-64","Fruit","TotalHumanCapital",2748663.69321354,259960.416678969,7714817.99221431
"1208","Listeria monocytogenes","Initial and sequel disease","5-64","Grains and seeds","TotalHumanCapital",0,0,0
"1209","Listeria monocytogenes","Initial and sequel disease","5-64","Lamb","TotalHumanCapital",603395.444199432,20265.7048623891,2933576.77817068
"1210","Listeria monocytogenes","Initial and sequel disease","5-64","Molluscs","TotalHumanCapital",747831.640120226,34718.5580922714,2870615.1352561
"1211","Listeria monocytogenes","Initial and sequel disease","5-64","Nuts","TotalHumanCapital",0,0,0
"1212","Listeria monocytogenes","Initial and sequel disease","5-64","Other","TotalHumanCapital",0,0,0
"1213","Listeria monocytogenes","Initial and sequel disease","5-64","Pork","TotalHumanCapital",2205713.20665659,62052.3484702995,7991786.9506723
"1214","Listeria monocytogenes","Initial and sequel disease","5-64","Poultry","TotalHumanCapital",745751.620292928,11548.5236848757,4490356.5295105
"1215","Listeria monocytogenes","Initial and sequel disease","5-64","Vegetables","TotalHumanCapital",5213846.90449605,1597632.44163566,12454977.3795694
"1216","Listeria monocytogenes","Initial and sequel disease","65+","AllFood","TotalHumanCapital",39295727.1115352,24869438.5763944,58981648.3487899
"1217","Listeria monocytogenes","Initial and sequel disease","65+","Beef","TotalHumanCapital",1751592.38487044,60315.0031842281,8058871.53071625
"1218","Listeria monocytogenes","Initial and sequel disease","65+","Crustaceans","TotalHumanCapital",1864648.29879943,86452.209794235,8919758.34200273
"1219","Listeria monocytogenes","Initial and sequel disease","65+","Dairy","TotalHumanCapital",6592175.51976517,1578805.99399596,21747583.7480725
"1220","Listeria monocytogenes","Initial and sequel disease","65+","Eggs","TotalHumanCapital",0,0,0
"1221","Listeria monocytogenes","Initial and sequel disease","65+","Finfish","TotalHumanCapital",4925440.84639154,533839.447525326,19186582.7921001
"1222","Listeria monocytogenes","Initial and sequel disease","65+","Fruit","TotalHumanCapital",4764491.67012878,451431.975907346,12861189.9818914
"1223","Listeria monocytogenes","Initial and sequel disease","65+","Grains and seeds","TotalHumanCapital",0,0,0
"1224","Listeria monocytogenes","Initial and sequel disease","65+","Lamb","TotalHumanCapital",1032893.75638155,34479.8446740715,4871909.49436944
"1225","Listeria monocytogenes","Initial and sequel disease","65+","Molluscs","TotalHumanCapital",1292330.12010729,59362.8657995081,4769168.42210997
"1226","Listeria monocytogenes","Initial and sequel disease","65+","Nuts","TotalHumanCapital",0,0,0
"1227","Listeria monocytogenes","Initial and sequel disease","65+","Other","TotalHumanCapital",0,0,0
"1228","Listeria monocytogenes","Initial and sequel disease","65+","Pork","TotalHumanCapital",3800401.45721148,107998.677900182,13314166.7931284
"1229","Listeria monocytogenes","Initial and sequel disease","65+","Poultry","TotalHumanCapital",1270757.0000129,19489.483981231,7493257.70795748
"1230","Listeria monocytogenes","Initial and sequel disease","65+","Vegetables","TotalHumanCapital",8963522.38486665,2789126.50624889,20862905.4942239
"1231","Listeria monocytogenes","Initial and sequel disease","<5","AllFood","TotalHumanCapital",14766530.7164118,8299518.02008253,24663529.691766
"1232","Listeria monocytogenes","Initial and sequel disease","<5","Beef","TotalHumanCapital",659168.960603936,23075.5020559004,3312312.66842605
"1233","Listeria monocytogenes","Initial and sequel disease","<5","Crustaceans","TotalHumanCapital",703497.180405483,32555.8104326271,3650315.56789635
"1234","Listeria monocytogenes","Initial and sequel disease","<5","Dairy","TotalHumanCapital",2487457.1548974,555363.293029749,8629977.43899169
"1235","Listeria monocytogenes","Initial and sequel disease","<5","Eggs","TotalHumanCapital",0,0,0
"1236","Listeria monocytogenes","Initial and sequel disease","<5","Finfish","TotalHumanCapital",1850581.8007656,193337.16702585,7668218.11933103
"1237","Listeria monocytogenes","Initial and sequel disease","<5","Fruit","TotalHumanCapital",1747511.13816918,167022.550021694,5246794.17497796
"1238","Listeria monocytogenes","Initial and sequel disease","<5","Grains and seeds","TotalHumanCapital",0,0,0
"1239","Listeria monocytogenes","Initial and sequel disease","<5","Lamb","TotalHumanCapital",388931.063833224,13036.4374952961,2014556.8746516
"1240","Listeria monocytogenes","Initial and sequel disease","<5","Molluscs","TotalHumanCapital",478034.459659024,22631.4217091985,1972378.18127492
"1241","Listeria monocytogenes","Initial and sequel disease","<5","Nuts","TotalHumanCapital",0,0,0
"1242","Listeria monocytogenes","Initial and sequel disease","<5","Other","TotalHumanCapital",0,0,0
"1243","Listeria monocytogenes","Initial and sequel disease","<5","Pork","TotalHumanCapital",1415072.71876501,41169.6464152364,5425780.8867106
"1244","Listeria monocytogenes","Initial and sequel disease","<5","Poultry","TotalHumanCapital",486173.16498159,7617.27040454975,3077203.73424304
"1245","Listeria monocytogenes","Initial and sequel disease","<5","Vegetables","TotalHumanCapital",3335663.89021128,983262.079276102,8407523.66261464
"1246","Listeria monocytogenes","Initial and sequel disease","All ages","AllFood","TotalHumanCapital",78394098.3708693,58620323.1929733,102676633.869509
"1247","Listeria monocytogenes","Initial and sequel disease","All ages","Beef","TotalHumanCapital",3468192.88679545,117381.777540078,14366980.9369649
"1248","Listeria monocytogenes","Initial and sequel disease","All ages","Crustaceans","TotalHumanCapital",3675281.55728585,172077.964524935,16045166.4133743
"1249","Listeria monocytogenes","Initial and sequel disease","All ages","Dairy","TotalHumanCapital",13084631.446768,3402010.1139349,40295512.1299916
"1250","Listeria monocytogenes","Initial and sequel disease","All ages","Eggs","TotalHumanCapital",0,0,0
"1251","Listeria monocytogenes","Initial and sequel disease","All ages","Finfish","TotalHumanCapital",9739459.03892193,1095533.83216726,35348240.1632647
"1252","Listeria monocytogenes","Initial and sequel disease","All ages","Fruit","TotalHumanCapital",9767231.79730963,925277.652775583,22913082.0078464
"1253","Listeria monocytogenes","Initial and sequel disease","All ages","Grains and seeds","TotalHumanCapital",0,0,0
"1254","Listeria monocytogenes","Initial and sequel disease","All ages","Lamb","TotalHumanCapital",2050740.16637686,67133.1194075086,8480571.22783569
"1255","Listeria monocytogenes","Initial and sequel disease","All ages","Molluscs","TotalHumanCapital",2605737.261795,119222.765522103,8309879.77632445
"1256","Listeria monocytogenes","Initial and sequel disease","All ages","Nuts","TotalHumanCapital",0,0,0
"1257","Listeria monocytogenes","Initial and sequel disease","All ages","Other","TotalHumanCapital",0,0,0
"1258","Listeria monocytogenes","Initial and sequel disease","All ages","Pork","TotalHumanCapital",7642901.07962758,207873.611683566,24204440.2423128
"1259","Listeria monocytogenes","Initial and sequel disease","All ages","Poultry","TotalHumanCapital",2483023.53244738,37511.6228586021,13377663.4272446
"1260","Listeria monocytogenes","Initial and sequel disease","All ages","Vegetables","TotalHumanCapital",18242570.1901596,6097352.38784381,37919672.8329497
"1261","Non-typhoidal Salmonella","Initial and sequel disease","5-64","AllFood","TotalHumanCapital",67225203.1166577,44004166.406674,106482274.241025
"1262","Non-typhoidal Salmonella","Initial and sequel disease","5-64","Beef","TotalHumanCapital",4085108.00241314,680994.672955922,15171600.2771571
"1263","Non-typhoidal Salmonella","Initial and sequel disease","5-64","Crustaceans","TotalHumanCapital",138190.682778051,1.41683283884764,4471770.2644053
"1264","Non-typhoidal Salmonella","Initial and sequel disease","5-64","Dairy","TotalHumanCapital",2628618.26978824,82154.09661709,18099346.1818633
"1265","Non-typhoidal Salmonella","Initial and sequel disease","5-64","Eggs","TotalHumanCapital",14128521.5546794,1457386.86880464,43963833.6709177
"1266","Non-typhoidal Salmonella","Initial and sequel disease","5-64","Finfish","TotalHumanCapital",703143.589817146,1232.54823086211,4306309.36636636
"1267","Non-typhoidal Salmonella","Initial and sequel disease","5-64","Fruit","TotalHumanCapital",3281223.85360819,278920.950823818,13292359.540269
"1268","Non-typhoidal Salmonella","Initial and sequel disease","5-64","Grains and seeds","TotalHumanCapital",2721042.27371589,50858.7861457904,17106880.4463612
"1269","Non-typhoidal Salmonella","Initial and sequel disease","5-64","Lamb","TotalHumanCapital",1968912.90379036,302366.578964891,11097550.7697979
"1270","Non-typhoidal Salmonella","Initial and sequel disease","5-64","Molluscs","TotalHumanCapital",809360.016338873,1392.42340290817,4981474.68232334
"1271","Non-typhoidal Salmonella","Initial and sequel disease","5-64","Nuts","TotalHumanCapital",1353582.01659628,28129.3106728857,9547233.64296542
"1272","Non-typhoidal Salmonella","Initial and sequel disease","5-64","Other","TotalHumanCapital",778798.259637642,2515.64587460264,5434161.78377932
"1273","Non-typhoidal Salmonella","Initial and sequel disease","5-64","Pork","TotalHumanCapital",2858983.32423765,327641.918155598,13863222.9586143
"1274","Non-typhoidal Salmonella","Initial and sequel disease","5-64","Poultry","TotalHumanCapital",14709262.7458834,2181223.60098054,41955011.4528065
"1275","Non-typhoidal Salmonella","Initial and sequel disease","5-64","Vegetables","TotalHumanCapital",17132492.2560874,2300150.21792905,44046788.9766118
"1276","Non-typhoidal Salmonella","Initial and sequel disease","65+","AllFood","TotalHumanCapital",51904396.610729,35496078.043033,74568655.7610438
"1277","Non-typhoidal Salmonella","Initial and sequel disease","65+","Beef","TotalHumanCapital",3125999.25498042,530606.67617935,10714846.2517882
"1278","Non-typhoidal Salmonella","Initial and sequel disease","65+","Crustaceans","TotalHumanCapital",100674.296640956,0.97349181388767,3030137.52523939
"1279","Non-typhoidal Salmonella","Initial and sequel disease","65+","Dairy","TotalHumanCapital",1985284.50150985,62968.7531199784,12972276.3311741
"1280","Non-typhoidal Salmonella","Initial and sequel disease","65+","Eggs","TotalHumanCapital",10846739.0888947,1113913.16805826,32218352.7955787
"1281","Non-typhoidal Salmonella","Initial and sequel disease","65+","Finfish","TotalHumanCapital",531109.913141391,889.803488490282,2929113.75319653
"1282","Non-typhoidal Salmonella","Initial and sequel disease","65+","Fruit","TotalHumanCapital",2509735.94230262,215484.879777785,9459423.99610244
"1283","Non-typhoidal Salmonella","Initial and sequel disease","65+","Grains and seeds","TotalHumanCapital",2048015.34183456,38611.4467726455,12166483.6291187
"1284","Non-typhoidal Salmonella","Initial and sequel disease","65+","Lamb","TotalHumanCapital",1489624.40230114,235997.681669824,7802742.05562432
"1285","Non-typhoidal Salmonella","Initial and sequel disease","65+","Molluscs","TotalHumanCapital",612567.95001226,992.078754172626,3416440.78672603
"1286","Non-typhoidal Salmonella","Initial and sequel disease","65+","Nuts","TotalHumanCapital",1018246.3811901,21094.27430002,6720270.79772922
"1287","Non-typhoidal Salmonella","Initial and sequel disease","65+","Other","TotalHumanCapital",588831.982393319,1841.03447513918,3848584.39513848
"1288","Non-typhoidal Salmonella","Initial and sequel disease","65+","Pork","TotalHumanCapital",2160444.5014114,251785.946524982,9747529.07702293
"1289","Non-typhoidal Salmonella","Initial and sequel disease","65+","Poultry","TotalHumanCapital",11252272.2653174,1704029.3185707,30453222.9265946
"1290","Non-typhoidal Salmonella","Initial and sequel disease","65+","Vegetables","TotalHumanCapital",13223971.1366109,1801568.39259619,31967728.2159843
"1291","Non-typhoidal Salmonella","Initial and sequel disease","<5","AllFood","TotalHumanCapital",20130521.5545061,12570242.0798234,33158138.1228903
"1292","Non-typhoidal Salmonella","Initial and sequel disease","<5","Beef","TotalHumanCapital",1220318.18986544,200562.803685132,4705802.57214823
"1293","Non-typhoidal Salmonella","Initial and sequel disease","<5","Crustaceans","TotalHumanCapital",42348.0613690231,0.438812449877568,1388665.3711299
"1294","Non-typhoidal Salmonella","Initial and sequel disease","<5","Dairy","TotalHumanCapital",793780.063513312,24728.1747111006,5592385.38184197
"1295","Non-typhoidal Salmonella","Initial and sequel disease","<5","Eggs","TotalHumanCapital",4223284.01772179,430411.680312951,13406654.1996688
"1296","Non-typhoidal Salmonella","Initial and sequel disease","<5","Finfish","TotalHumanCapital",210543.962544858,375.178297789606,1352113.72936993
"1297","Non-typhoidal Salmonella","Initial and sequel disease","<5","Fruit","TotalHumanCapital",979675.471297838,82390.4999147992,4135816.79080938
"1298","Non-typhoidal Salmonella","Initial and sequel disease","<5","Grains and seeds","TotalHumanCapital",819486.599658523,15434.2386843731,5307349.39415203
"1299","Non-typhoidal Salmonella","Initial and sequel disease","<5","Lamb","TotalHumanCapital",593549.298099394,88769.383777181,3432912.98327112
"1300","Non-typhoidal Salmonella","Initial and sequel disease","<5","Molluscs","TotalHumanCapital",242479.068238224,407.320817728846,1538567.45818071
"1301","Non-typhoidal Salmonella","Initial and sequel disease","<5","Nuts","TotalHumanCapital",408892.072246862,8454.50649540973,2957444.37308616
"1302","Non-typhoidal Salmonella","Initial and sequel disease","<5","Other","TotalHumanCapital",234353.522381323,760.853789815429,1712340.49074147
"1303","Non-typhoidal Salmonella","Initial and sequel disease","<5","Pork","TotalHumanCapital",860630.358037712,97230.0439810324,4300897.61202903
"1304","Non-typhoidal Salmonella","Initial and sequel disease","<5","Poultry","TotalHumanCapital",4368412.49600671,645227.498747553,12818237.811706
"1305","Non-typhoidal Salmonella","Initial and sequel disease","<5","Vegetables","TotalHumanCapital",5086913.4456606,677764.539484515,13451421.7617017
"1306","Non-typhoidal Salmonella","Initial and sequel disease","All ages","AllFood","TotalHumanCapital",140229317.383501,101731914.88215,200987818.259745
"1307","Non-typhoidal Salmonella","Initial and sequel disease","All ages","Beef","TotalHumanCapital",8536134.08067745,1471423.50644359,29298240.632049
"1308","Non-typhoidal Salmonella","Initial and sequel disease","All ages","Crustaceans","TotalHumanCapital",272037.866745372,2.5970881894003,8362476.06329529
"1309","Non-typhoidal Salmonella","Initial and sequel disease","All ages","Dairy","TotalHumanCapital",5382753.99045429,169146.053863603,35131410.1426238
"1310","Non-typhoidal Salmonella","Initial and sequel disease","All ages","Eggs","TotalHumanCapital",29547571.0138523,3078443.2126878,87350079.6182718
"1311","Non-typhoidal Salmonella","Initial and sequel disease","All ages","Finfish","TotalHumanCapital",1448617.75309124,2371.34562169565,7999815.32795564
"1312","Non-typhoidal Salmonella","Initial and sequel disease","All ages","Fruit","TotalHumanCapital",6848046.20654113,587606.944600918,25502191.7392101
"1313","Non-typhoidal Salmonella","Initial and sequel disease","All ages","Grains and seeds","TotalHumanCapital",5561716.19846993,102960.090488484,33058990.9859653
"1314","Non-typhoidal Salmonella","Initial and sequel disease","All ages","Lamb","TotalHumanCapital",4040903.38632456,654315.653630233,21257126.7486841
"1315","Non-typhoidal Salmonella","Initial and sequel disease","All ages","Molluscs","TotalHumanCapital",1671253.61551899,2919.42553843026,9368868.21488061
"1316","Non-typhoidal Salmonella","Initial and sequel disease","All ages","Nuts","TotalHumanCapital",2771167.29548213,57092.7153645396,18274133.262461
"1317","Non-typhoidal Salmonella","Initial and sequel disease","All ages","Other","TotalHumanCapital",1600959.46770534,4962.78373747808,10366564.7782231
"1318","Non-typhoidal Salmonella","Initial and sequel disease","All ages","Pork","TotalHumanCapital",5902073.60747496,695129.060342745,26735958.1464411
"1319","Non-typhoidal Salmonella","Initial and sequel disease","All ages","Poultry","TotalHumanCapital",30872806.9020984,4712551.91988652,82755273.5863636
"1320","Non-typhoidal Salmonella","Initial and sequel disease","All ages","Vegetables","TotalHumanCapital",36269574.576408,4928860.00044179,86569611.7975948
"1321","STEC","Initial and sequel disease","5-64","AllFood","TotalHumanCapital",8139086.43828331,4540146.16288863,14056712.9165916
"1322","STEC","Initial and sequel disease","5-64","Beef","TotalHumanCapital",2758120.19838645,494173.911339922,6990750.50066201
"1323","STEC","Initial and sequel disease","5-64","Crustaceans","TotalHumanCapital",0,0,0
"1324","STEC","Initial and sequel disease","5-64","Dairy","TotalHumanCapital",784868.430866326,35622.8487679186,4242168.37149632
"1325","STEC","Initial and sequel disease","5-64","Eggs","TotalHumanCapital",0,0,0
"1326","STEC","Initial and sequel disease","5-64","Finfish","TotalHumanCapital",0,0,0
"1327","STEC","Initial and sequel disease","5-64","Fruit","TotalHumanCapital",372680.072719147,49777.2122385803,1527888.50300901
"1328","STEC","Initial and sequel disease","5-64","Grains and seeds","TotalHumanCapital",249165.13635852,16870.314817563,1274340.26951508
"1329","STEC","Initial and sequel disease","5-64","Lamb","TotalHumanCapital",771026.62303101,53974.884102388,3988617.8753827
"1330","STEC","Initial and sequel disease","5-64","Molluscs","TotalHumanCapital",0,0,0
"1331","STEC","Initial and sequel disease","5-64","Nuts","TotalHumanCapital",120658.85959523,1882.52331169383,716209.119402229
"1332","STEC","Initial and sequel disease","5-64","Other","TotalHumanCapital",530682.408942072,88130.9754211533,2498441.22521213
"1333","STEC","Initial and sequel disease","5-64","Pork","TotalHumanCapital",512259.401370726,23576.4899944417,2922911.48749477
"1334","STEC","Initial and sequel disease","5-64","Poultry","TotalHumanCapital",0,0,0
"1335","STEC","Initial and sequel disease","5-64","Vegetables","TotalHumanCapital",1650554.53424024,323944.515969375,5964860.95921497
"1336","STEC","Initial and sequel disease","65+","AllFood","TotalHumanCapital",1864306.99089952,774293.776616152,4308443.50207476
"1337","STEC","Initial and sequel disease","65+","Beef","TotalHumanCapital",610623.718067092,98987.1533298638,1974035.24433374
"1338","STEC","Initial and sequel disease","65+","Crustaceans","TotalHumanCapital",0,0,0
"1339","STEC","Initial and sequel disease","65+","Dairy","TotalHumanCapital",182263.543053577,7953.94956157579,1137180.58406084
"1340","STEC","Initial and sequel disease","65+","Eggs","TotalHumanCapital",0,0,0
"1341","STEC","Initial and sequel disease","65+","Finfish","TotalHumanCapital",0,0,0
"1342","STEC","Initial and sequel disease","65+","Fruit","TotalHumanCapital",83463.5597658063,10237.5946116382,439432.094365019
"1343","STEC","Initial and sequel disease","65+","Grains and seeds","TotalHumanCapital",56347.7430167685,3641.77874122773,368688.509241862
"1344","STEC","Initial and sequel disease","65+","Lamb","TotalHumanCapital",178321.673082656,11791.4156917145,1087773.59152586
"1345","STEC","Initial and sequel disease","65+","Molluscs","TotalHumanCapital",0,0,0
"1346","STEC","Initial and sequel disease","65+","Nuts","TotalHumanCapital",27419.3284230198,469.640693803433,217497.416926044
"1347","STEC","Initial and sequel disease","65+","Other","TotalHumanCapital",121928.821342025,17506.0826187507,690468.581035368
"1348","STEC","Initial and sequel disease","65+","Pork","TotalHumanCapital",118661.277336525,5221.65665237715,797050.342738272
"1349","STEC","Initial and sequel disease","65+","Poultry","TotalHumanCapital",0,0,0
"1350","STEC","Initial and sequel disease","65+","Vegetables","TotalHumanCapital",377505.275776557,63685.3792297808,1631694.05354967
"1351","STEC","Initial and sequel disease","<5","AllFood","TotalHumanCapital",1223602.90381379,495005.177968407,2938581.57428722
"1352","STEC","Initial and sequel disease","<5","Beef","TotalHumanCapital",401305.934851217,64231.6386165778,1339722.82627255
"1353","STEC","Initial and sequel disease","<5","Crustaceans","TotalHumanCapital",0,0,0
"1354","STEC","Initial and sequel disease","<5","Dairy","TotalHumanCapital",120303.136448096,5172.99567989601,760180.153971555
"1355","STEC","Initial and sequel disease","<5","Eggs","TotalHumanCapital",0,0,0
"1356","STEC","Initial and sequel disease","<5","Finfish","TotalHumanCapital",0,0,0
"1357","STEC","Initial and sequel disease","<5","Fruit","TotalHumanCapital",54918.4974594187,6667.11421542505,295507.655120073
"1358","STEC","Initial and sequel disease","<5","Grains and seeds","TotalHumanCapital",37061.5149914334,2418.77005827868,248361.92193595
"1359","STEC","Initial and sequel disease","<5","Lamb","TotalHumanCapital",117416.590143128,7635.89245181285,729334.360536845
"1360","STEC","Initial and sequel disease","<5","Molluscs","TotalHumanCapital",0,0,0
"1361","STEC","Initial and sequel disease","<5","Nuts","TotalHumanCapital",18008.0909552931,302.43846461166,145449.998636537
"1362","STEC","Initial and sequel disease","<5","Other","TotalHumanCapital",80187.8468862831,11323.8045887474,465674.612493811
"1363","STEC","Initial and sequel disease","<5","Pork","TotalHumanCapital",78110.5301863248,3491.50264967342,541034.039601321
"1364","STEC","Initial and sequel disease","<5","Poultry","TotalHumanCapital",0,0,0
"1365","STEC","Initial and sequel disease","<5","Vegetables","TotalHumanCapital",248365.534687401,41074.9613612612,1094436.87798944
"1366","STEC","Initial and sequel disease","All ages","AllFood","TotalHumanCapital",11684987.6456583,7258988.9794922,18300208.5392068
"1367","STEC","Initial and sequel disease","All ages","Beef","TotalHumanCapital",4026959.57477682,737175.45403185,9419470.95342446
"1368","STEC","Initial and sequel disease","All ages","Crustaceans","TotalHumanCapital",0,0,0
"1369","STEC","Initial and sequel disease","All ages","Dairy","TotalHumanCapital",1114821.09253984,51157.35290939,5767421.07722557
"1370","STEC","Initial and sequel disease","All ages","Eggs","TotalHumanCapital",0,0,0
"1371","STEC","Initial and sequel disease","All ages","Finfish","TotalHumanCapital",0,0,0
"1372","STEC","Initial and sequel disease","All ages","Fruit","TotalHumanCapital",540731.201743763,73702.0354362845,2018838.31903848
"1373","STEC","Initial and sequel disease","All ages","Grains and seeds","TotalHumanCapital",359123.661202563,24620.0684107015,1683830.6376242
"1374","STEC","Initial and sequel disease","All ages","Lamb","TotalHumanCapital",1097683.0306111,78392.5554045334,5432319.80545123
"1375","STEC","Initial and sequel disease","All ages","Molluscs","TotalHumanCapital",0,0,0
"1376","STEC","Initial and sequel disease","All ages","Nuts","TotalHumanCapital",173531.224001502,2634.64220449851,943298.317317739
"1377","STEC","Initial and sequel disease","All ages","Other","TotalHumanCapital",758571.710825601,132493.418510299,3331536.92041032
"1378","STEC","Initial and sequel disease","All ages","Pork","TotalHumanCapital",729692.223443371,33741.6619322977,3939815.96655936
"1379","STEC","Initial and sequel disease","All ages","Poultry","TotalHumanCapital",0,0,0
"1380","STEC","Initial and sequel disease","All ages","Vegetables","TotalHumanCapital",2355337.07845057,490200.643321289,8176386.53855017
