"Direct","HumanCapital","WTP","Deaths","TotalHumanCapital"
"344,000
(249,000 - 463,000)","1,530,000
(870,000 - 2,590,000)","219,000
(144,000 - 321,000)","236,000
(157,000 - 352,000)","2,340,000
(1,540,000 - 3,560,000)"
