 NtS01, NtS02, NtS03, NtS04, NtS05, NtS06, NtS07, NtS08, NtS09, NtS10, NtS11, NtS12, NtS13, NtS14, Cam01, Cam02, Cam03, Cam04, Cam06, Cam13, Cam14, Lim01, Lim02, Lim03, Lim04, Lim06, Lim07, Lim08, Lim09, Lim10, Lim13, Tog01, Tog02, Tog03, Tog04, Tog06, Tog10, Tog13, Tog14, STC01, STC02, STC03, STC06, STC10, STC11, STC12, STC13, STC14, Yer01, Yer02, Yer03, Yer06, Yer07, Yer13, Yer14, Vib07, Vib08, Vib09, BaC01, BaC02, BaC03, BaC04, BaC05, BaC06, BaC07, BaC08, BaC09, BaC10, BaC11, BaC12, BaC13, BaC14
3.759046713,1.684180848,2.419601602,13.66151151,12.52562563,1.966470804,0.541401008,0.084156998,0.614914792,2.780107107,2.032471305,0.998204972,16.2317017,0.579413944,3.491320654,2.316454788,2.924274608,56.4480347,3.327201869,4.160339006,5.963953283,2.405513514,1.430593493,5.478708041,1.670133901,11.06277277,7.314157491,2.608666667,1.886019019,7.652629296,17.07150484,14.49735736,13.36833834,9.925709042,3.224891558,2.553903604,3.006945612,9.574381048,6.92714381,23.43712045,5.126921922,3.311642643,5.04131298,2.882100767,1.720574241,0.789426393,12.81040374,3.899354021,5.658657658,5.560407074,35.5640307,4.169044378,1.1128829,9.413004671,0.543147788,4.804249583,9.701845179,65.6842676,2.692069069,2.64097998,2.655503837,3.302805138,1.421000934,5.091253587,0.638538382,0.022501565,0.012364077,2.566930597,23.06973307,0.857978929,9.821071071,3.658013217
3.769572795,1.688931821,2.427162496,13.70210544,12.56659993,1.973892003,0.543561404,0.084493554,0.61737136,2.789575242,2.040338616,1.002058581,16.28181849,0.581722646,3.500908019,2.324933711,2.934152931,56.51185408,3.338689578,4.174728284,5.987793116,2.414558559,1.435994027,5.499586698,1.676639495,11.0875709,7.337645423,2.618222222,1.892971305,7.678430653,17.10392837,14.53521522,13.41391058,9.958813258,3.233789345,2.563848949,3.016023579,9.608243799,6.950215771,23.50159604,5.144661662,3.323784785,5.059837727,2.890807029,1.726636525,0.792506963,12.84137916,3.909793349,5.679516517,5.580801023,35.65894784,4.184377489,1.117329602,9.446723946,0.545315969,4.821822267,9.730958737,65.73923368,2.702299299,2.651135469,2.665701813,3.315563007,1.426544789,5.108395173,0.641087062,0.022587522,0.012409521,2.575958514,23.12958403,0.861397581,9.849085752,3.672624679
3.780098877,1.693682794,2.43472339,13.74269937,12.60757424,1.981313202,0.5457218,0.084830111,0.619827927,2.799043377,2.048205928,1.00591219,16.33193527,0.584031348,3.510495384,2.333412635,2.944031253,56.57567345,3.350177288,4.189117562,6.01163295,2.423603604,1.441394561,5.520465354,1.68314509,11.11236904,7.361133356,2.627777778,1.89992359,7.70423201,17.13635191,14.57307307,13.45948282,9.991917473,3.242687132,2.573794294,3.025101546,9.642106551,6.973287732,23.56607163,5.162401401,3.335926927,5.078362474,2.899513291,1.73269881,0.795587532,12.87235458,3.920232677,5.700375375,5.601194973,35.75386498,4.199710599,1.121776304,9.480443221,0.547484151,4.839394951,9.760072295,65.79419976,2.71252953,2.661290958,2.675899789,3.328320876,1.432088644,5.125536759,0.643635741,0.022673479,0.012454964,2.584986431,23.18943499,0.864816233,9.877100434,3.687236142
3.790624958,1.698433767,2.442284284,13.78329329,12.64854855,1.988734401,0.547882196,0.085166667,0.622284495,2.808511512,2.05607324,1.009765799,16.38205205,0.58634005,3.520082749,2.341891558,2.953909576,56.63949283,3.361664998,4.20350684,6.035472783,2.432648649,1.446795095,5.541344011,1.689650684,11.13716717,7.384621288,2.637333333,1.906875876,7.730033367,17.16877544,14.61093093,13.50505506,10.02502169,3.251584918,2.58373964,3.034179513,9.675969303,6.996359693,23.63054721,5.180141141,3.348069069,5.096887221,2.908219553,1.738761094,0.798668101,12.90333,3.930672005,5.721234234,5.621588922,35.84878212,4.21504371,1.126223006,9.514162496,0.549652332,4.856967634,9.789185853,65.84916583,2.72275976,2.671446446,2.686097764,3.341078745,1.437632499,5.142678345,0.646184421,0.022759436,0.012500407,2.594014348,23.24928595,0.868234885,9.905115115,3.701847604
3.80115104,1.70318474,2.449845179,13.82388722,12.68952286,1.9961556,0.550042591,0.085503224,0.624741062,2.817979646,2.063940552,1.013619408,16.43216884,0.588648752,3.529670115,2.350370482,2.963787899,56.7033122,3.373152708,4.217896118,6.059312616,2.441693694,1.452195629,5.562222667,1.696156279,11.1619653,7.40810922,2.646888889,1.913828161,7.755834724,17.20119898,14.64878879,13.55062729,10.0581259,3.260482705,2.593684985,3.04325748,9.709832054,7.019431654,23.6950228,5.197880881,3.360211211,5.115411968,2.916925815,1.744823379,0.801748671,12.93430542,3.941111334,5.742093093,5.641982872,35.94369925,4.230376821,1.130669709,9.547881771,0.551820514,4.874540318,9.818299411,65.90413191,2.73298999,2.681601935,2.69629574,3.353836614,1.443176354,5.159819931,0.648733101,0.022845393,0.01254585,2.603042264,23.30913691,0.871653537,9.933129796,3.716459067
3.811677122,1.707935713,2.457406073,13.86448115,12.73049716,2.003576799,0.552202987,0.08583978,0.62719763,2.827447781,2.071807863,1.017473017,16.48228562,0.590957454,3.53925748,2.358849405,2.973666222,56.76713158,3.384640418,4.232285397,6.083152449,2.450738739,1.457596163,5.583101324,1.702661873,11.18676343,7.431597153,2.656444444,1.920780447,7.781636081,17.23362251,14.68664665,13.59619953,10.09123012,3.269380492,2.60363033,3.052335447,9.743694806,7.042503615,23.75949839,5.215620621,3.372353353,5.133936714,2.925632077,1.750885663,0.80482924,12.96528084,3.951550662,5.762951952,5.662376821,36.03861639,4.245709932,1.135116411,9.581601045,0.553988695,4.892113002,9.847412969,65.95909799,2.74322022,2.691757424,2.706493716,3.366594483,1.448720209,5.176961517,0.651281781,0.02293135,0.012591294,2.612070181,23.36898788,0.875072189,9.961144478,3.731070529
3.822203203,1.712686687,2.464966967,13.90507508,12.77147147,2.010997998,0.554363383,0.086176336,0.629654197,2.836915916,2.079675175,1.021326627,16.5324024,0.593266156,3.548844845,2.367328328,2.983544545,56.83095095,3.396128128,4.246674675,6.106992282,2.459783784,1.462996697,5.60397998,1.709167467,11.21156156,7.455085085,2.666,1.927732733,7.807437437,17.26604605,14.7245045,13.64177177,10.12433433,3.278278278,2.613575676,3.061413413,9.777557558,7.065575576,23.82397397,5.23336036,3.384495495,5.152461461,2.934338338,1.756947948,0.80790981,12.99625626,3.96198999,5.783810811,5.682770771,36.13353353,4.261043043,1.139563113,9.61532032,0.556156877,4.909685686,9.876526527,66.01406406,2.75345045,2.701912913,2.716691692,3.379352352,1.454264064,5.194103103,0.65383046,0.023017307,0.012636737,2.621098098,23.42883884,0.878490841,9.989159159,3.745681992
3.832729285,1.71743766,2.472527861,13.945669,12.81244578,2.018419197,0.556523779,0.086512893,0.632110765,2.846384051,2.087542487,1.025180236,16.58251919,0.595574858,3.55843221,2.375807252,2.993422867,56.89477033,3.407615838,4.261063953,6.130832115,2.468828829,1.468397231,5.624858636,1.715673062,11.23635969,7.478573017,2.675555556,1.934685018,7.833238794,17.29846958,14.76236236,13.68734401,10.15743855,3.287176065,2.623521021,3.07049138,9.811420309,7.088647536,23.88844956,5.2511001,3.396637638,5.170986208,2.9430446,1.763010232,0.810990379,13.02723168,3.972429318,5.80466967,5.70316472,36.22845067,4.276376154,1.144009815,9.649039595,0.558325058,4.927258369,9.905640085,66.06903014,2.763680681,2.712068402,2.726889667,3.392110221,1.459807919,5.211244689,0.65637914,0.023103264,0.01268218,2.630126015,23.4886898,0.881909493,10.01717384,3.760293455
3.843255366,1.722188633,2.480088755,13.98626293,12.85342009,2.025840396,0.558684175,0.086849449,0.634567332,2.855852186,2.095409799,1.029033845,16.63263597,0.59788356,3.568019575,2.384286175,3.00330119,56.9585897,3.419103548,4.275453231,6.154671949,2.477873874,1.473797764,5.645737293,1.722178656,11.26115782,7.50206095,2.685111111,1.941637304,7.859040151,17.33089312,14.80022022,13.73291625,10.19054276,3.296073852,2.633466366,3.079569347,9.845283061,7.111719497,23.95292515,5.26883984,3.40877978,5.189510955,2.951750862,1.769072517,0.814070949,13.0582071,3.982868646,5.825528529,5.72355867,36.32336781,4.291709265,1.148456518,9.68275887,0.56049324,4.944831053,9.934753643,66.12399622,2.773910911,2.722223891,2.737087643,3.40486809,1.465351774,5.228386275,0.65892782,0.023189221,0.012727623,2.639153932,23.54854076,0.885328145,10.04518852,3.774904917
3.853781448,1.726939606,2.48764965,14.02685686,12.89439439,2.033261595,0.560844571,0.087186006,0.6370239,2.86532032,2.10327711,1.032887454,16.68275275,0.600192262,3.57760694,2.392765098,3.013179513,57.02240908,3.430591258,4.289842509,6.178511782,2.486918919,1.479198298,5.666615949,1.728684251,11.28595596,7.525548882,2.694666667,1.94858959,7.884841508,17.36331665,14.83807808,13.77848849,10.22364698,3.304971638,2.643411712,3.088647314,9.879145812,7.134791458,24.01740073,5.28657958,3.420921922,5.208035702,2.960457124,1.775134801,0.817151518,13.08918252,3.993307975,5.846387387,5.743952619,36.41828495,4.307042376,1.15290322,9.716478145,0.562661421,4.962403737,9.963867201,66.1789623,2.784141141,2.732379379,2.747285619,3.417625959,1.470895629,5.245527861,0.6614765,0.023275179,0.012773066,2.648181849,23.60839173,0.888746797,10.0732032,3.78951638
3.86430753,1.731690579,2.495210544,14.06745078,12.9353687,2.040682794,0.563004967,0.087522562,0.639480467,2.874788455,2.111144422,1.036741063,16.73286954,0.602500964,3.587194305,2.401244022,3.023057836,57.08622845,3.442078968,4.304231787,6.202351615,2.495963964,1.484598832,5.687494606,1.735189845,11.31075409,7.549036815,2.704222222,1.955541875,7.910642865,17.39574018,14.87593594,13.82406073,10.2567512,3.313869425,2.653357057,3.097725281,9.913008564,7.157863419,24.08187632,5.304319319,3.433064064,5.226560449,2.969163386,1.781197086,0.820232088,13.12015794,4.003747303,5.867246246,5.764346569,36.51320209,4.322375487,1.157349922,9.75019742,0.564829603,4.979976421,9.992980759,66.23392837,2.794371371,2.742534868,2.757483595,3.430383828,1.476439484,5.262669447,0.66402518,0.023361136,0.01281851,2.657209765,23.66824269,0.892165449,10.10121788,3.804127842
3.874833611,1.736441553,2.502771438,14.10804471,12.97634301,2.048103993,0.565165363,0.087859118,0.641937034,2.88425659,2.119011734,1.040594672,16.78298632,0.604809666,3.596781671,2.409722945,3.032936158,57.15004783,3.453566678,4.318621066,6.226191448,2.505009009,1.489999366,5.708373262,1.74169544,11.33555222,7.572524747,2.713777778,1.962494161,7.936444222,17.42816372,14.91379379,13.86963297,10.28985541,3.322767212,2.663302402,3.106803248,9.946871316,7.18093538,24.14635191,5.322059059,3.445206206,5.245085196,2.977869647,1.78725937,0.823312657,13.15113336,4.014186631,5.888105105,5.784740518,36.60811923,4.337708597,1.161796624,9.783916694,0.566997784,4.997549105,10.02209432,66.28889445,2.804601602,2.752690357,2.76768157,3.443141697,1.481983339,5.279811033,0.666573859,0.023447093,0.012863953,2.666237682,23.72809365,0.895584101,10.12923257,3.818739305
3.885359693,1.741192526,2.510332332,14.14863864,13.01731732,2.055525192,0.567325759,0.088195675,0.644393602,2.893724725,2.126879046,1.044448282,16.8331031,0.607118368,3.606369036,2.418201869,3.042814481,57.2138672,3.465054388,4.333010344,6.250031281,2.514054054,1.4953999,5.729251919,1.748201034,11.36035035,7.596012679,2.723333333,1.969446446,7.962245579,17.46058725,14.95165165,13.91520521,10.32295963,3.331664998,2.673247748,3.115881215,9.980734067,7.204007341,24.21082749,5.339798799,3.457348348,5.263609943,2.986575909,1.793321655,0.826393227,13.18210878,4.024625959,5.908963964,5.805134468,36.70303637,4.353041708,1.166243327,9.817635969,0.569165966,5.015121788,10.05120787,66.34386053,2.814831832,2.762845846,2.777879546,3.455899566,1.487527194,5.296952619,0.669122539,0.02353305,0.012909396,2.675265599,23.78794461,0.899002753,10.15724725,3.833350767
3.895885775,1.745943499,2.517893227,14.18923257,13.05829162,2.062946391,0.569486155,0.088532231,0.646850169,2.90319286,2.134746357,1.048301891,16.88321989,0.60942707,3.615956401,2.426680792,3.052692804,57.27768658,3.476542098,4.347399622,6.273871114,2.523099099,1.500800434,5.750130575,1.754706629,11.38514848,7.619500612,2.732888889,1.976398732,7.988046936,17.49301079,14.98950951,13.96077744,10.35606384,3.340562785,2.683193093,3.124959181,10.01459682,7.227079302,24.27530308,5.357538539,3.46949049,5.28213469,2.995282171,1.799383939,0.829473796,13.2130842,4.035065288,5.929822823,5.825528417,36.79795351,4.368374819,1.170690029,9.851355244,0.571334147,5.032694472,10.08032143,66.3988266,2.825062062,2.773001335,2.788077522,3.468657435,1.493071049,5.314094205,0.671671219,0.023619007,0.012954839,2.684293516,23.84779557,0.902421405,10.18526193,3.84796223
3.906411856,1.750694472,2.525454121,14.22982649,13.09926593,2.07036759,0.571646551,0.088868788,0.649306737,2.912660994,2.142613669,1.0521555,16.93333667,0.611735772,3.625543766,2.435159715,3.062571127,57.34150595,3.488029808,4.3617889,6.297710948,2.532144144,1.506200968,5.771009231,1.761212223,11.40994661,7.642988544,2.742444444,1.983351018,8.013848293,17.52543432,15.02736737,14.00634968,10.38916806,3.349460572,2.693138438,3.134037148,10.04845957,7.250151262,24.33977867,5.375278278,3.481632633,5.300659437,3.003988433,1.805446224,0.832554365,13.24405962,4.045504616,5.950681682,5.845922367,36.89287065,4.38370793,1.175136731,9.885074519,0.573502329,5.050267156,10.10943499,66.45379268,2.835292292,2.783156823,2.798275498,3.481415304,1.498614904,5.331235791,0.674219899,0.023704964,0.013000283,2.693321433,23.90764654,0.905840057,10.21327661,3.862573693
3.916937938,1.755445445,2.533015015,14.27042042,13.14024024,2.077788789,0.573806947,0.089205344,0.651763304,2.922129129,2.150480981,1.056009109,16.98345345,0.614044474,3.635131131,2.443638639,3.072449449,57.40532533,3.499517518,4.376178178,6.321550781,2.541189189,1.511601502,5.791887888,1.767717818,11.43474474,7.666476476,2.752,1.990303303,8.03964965,17.55785786,15.06522523,14.05192192,10.42227227,3.358358358,2.703083784,3.143115115,10.08232232,7.273223223,24.40425425,5.393018018,3.493774775,5.319184184,3.012694695,1.811508509,0.835634935,13.27503504,4.055943944,5.971540541,5.866316316,36.98778779,4.399041041,1.179583433,9.918793794,0.575670511,5.06783984,10.13854855,66.50875876,2.845522523,2.793312312,2.808473473,3.494173173,1.504158759,5.348377377,0.676768579,0.023790921,0.013045726,2.702349349,23.9674975,0.909258709,10.24129129,3.877185155
3.92746402,1.760196419,2.540575909,14.31101435,13.18121455,2.085209988,0.575967343,0.0895419,0.654219872,2.931597264,2.158348293,1.059862718,17.03357024,0.616353177,3.644718496,2.452117562,3.082327772,57.4691447,3.511005227,4.390567456,6.345390614,2.550234234,1.517002035,5.812766544,1.774223412,11.45954288,7.689964409,2.761555556,1.997255589,8.065451007,17.59028139,15.10308308,14.09749416,10.45537649,3.367256145,2.713029129,3.152193082,10.11618507,7.296295184,24.46872984,5.410757758,3.505916917,5.337708931,3.021400957,1.817570793,0.838715504,13.30601045,4.066383272,5.992399399,5.886710266,37.08270493,4.414374152,1.184030136,9.952513069,0.577838692,5.085412524,10.16766211,66.56372484,2.855752753,2.803467801,2.818671449,3.506931042,1.509702614,5.365518963,0.679317258,0.023876878,0.013091169,2.711377266,24.02734846,0.912677361,10.26930597,3.891796618
3.937990101,1.764947392,2.548136803,14.35160827,13.22218886,2.092631187,0.578127739,0.089878457,0.656676439,2.941065399,2.166215604,1.063716327,17.08368702,0.618661879,3.654305861,2.460596485,3.092206095,57.53296408,3.522492937,4.404956735,6.369230447,2.559279279,1.522402569,5.833645201,1.780729007,11.48434101,7.713452341,2.771111111,2.004207875,8.091252363,17.62270493,15.14094094,14.1430664,10.4884807,3.376153932,2.722974474,3.161271049,10.15004783,7.319367145,24.53320543,5.428497497,3.518059059,5.356233678,3.030107218,1.823633078,0.841796074,13.33698587,4.0768226,6.013258258,5.907104215,37.17762207,4.429707263,1.188476838,9.986232343,0.580006874,5.102985207,10.19677566,66.61869091,2.865982983,2.81362329,2.828869425,3.519688911,1.515246469,5.382660549,0.681865938,0.023962835,0.013136612,2.720405183,24.08719942,0.916096013,10.29732065,3.90640808
3.948516183,1.769698365,2.555697698,14.3922022,13.26316316,2.100052386,0.580288135,0.090215013,0.659133007,2.950533534,2.174082916,1.067569937,17.1338038,0.620970581,3.663893227,2.469075409,3.102084418,57.59678345,3.533980647,4.419346013,6.39307028,2.568324324,1.527803103,5.854523857,1.787234601,11.50913914,7.736940274,2.780666667,2.01116016,8.11705372,17.65512846,15.1787988,14.18863864,10.52158492,3.385051718,2.73291982,3.170349016,10.18391058,7.342439106,24.59768101,5.446237237,3.530201201,5.374758425,3.03881348,1.829695362,0.844876643,13.36796129,4.087261929,6.034117117,5.927498165,37.27253921,4.445040374,1.19292354,10.01995162,0.582175055,5.120557891,10.22588922,66.67365699,2.876213213,2.823778779,2.839067401,3.53244678,1.520790324,5.399802135,0.684414618,0.024048792,0.013182055,2.7294331,24.14705038,0.919514665,10.32533534,3.921019543
3.959042264,1.774449338,2.563258592,14.43279613,13.30413747,2.107473585,0.582448531,0.09055157,0.661589574,2.960001668,2.181950228,1.071423546,17.18392059,0.623279283,3.673480592,2.477554332,3.111962741,57.66060283,3.545468357,4.433735291,6.416910113,2.577369369,1.533203637,5.875402514,1.793740196,11.53393727,7.760428206,2.790222222,2.018112446,8.142855077,17.687552,15.21665666,14.23421088,10.55468913,3.393949505,2.742865165,3.179426983,10.21777333,7.365511067,24.6621566,5.463976977,3.542343343,5.393283172,3.047519742,1.835757647,0.847957213,13.39893671,4.097701257,6.054975976,5.947892114,37.36745635,4.460373485,1.197370242,10.05367089,0.584343237,5.138130575,10.25500278,66.72862307,2.886443443,2.833934268,2.849265376,3.545204649,1.526334179,5.416943721,0.686963298,0.024134749,0.013227499,2.738461017,24.20690135,0.922933317,10.35335002,3.935631005
3.969568346,1.779200311,2.570819486,14.47339006,13.34511178,2.114894784,0.584608927,0.090888126,0.664046142,2.969469803,2.18981754,1.075277155,17.23403737,0.625587985,3.683067957,2.486033255,3.121841063,57.7244222,3.556956067,4.448124569,6.440749947,2.586414414,1.538604171,5.89628117,1.80024579,11.5587354,7.783916138,2.799777778,2.025064731,8.168656434,17.71997553,15.25451451,14.27978312,10.58779335,3.402847292,2.752810511,3.188504949,10.25163608,7.388583027,24.72663219,5.481716717,3.554485485,5.411807919,3.056226004,1.841819931,0.851037782,13.42991213,4.108140585,6.075834835,5.968286064,37.46237348,4.475706595,1.201816945,10.08739017,0.586511418,5.155703259,10.28411634,66.78358914,2.896673674,2.844089756,2.859463352,3.557962518,1.531878034,5.434085308,0.689511978,0.024220706,0.013272942,2.747488933,24.26675231,0.926351969,10.3813647,3.950242468
3.980094428,1.783951285,2.57838038,14.51398398,13.38608609,2.122315983,0.586769323,0.091224682,0.666502709,2.978937938,2.197684852,1.079130764,17.28415415,0.627896687,3.692655322,2.494512179,3.131719386,57.78824157,3.568443777,4.462513847,6.46458978,2.595459459,1.544004705,5.917159826,1.806751385,11.58353353,7.807404071,2.809333333,2.032017017,8.194457791,17.75239907,15.29237237,14.32535536,10.62089756,3.411745078,2.762755856,3.197582916,10.28549883,7.411654988,24.79110777,5.499456456,3.566627628,5.430332666,3.064932266,1.847882216,0.854118352,13.46088755,4.118579913,6.096693694,5.988680013,37.55729062,4.491039706,1.206263647,10.12110944,0.5886796,5.173275943,10.3132299,66.83855522,2.906903904,2.854245245,2.869661328,3.570720387,1.537421889,5.451226894,0.692060657,0.024306663,0.013318385,2.75651685,24.32660327,0.929770621,10.40937938,3.964853931
3.990620509,1.788702258,2.585941275,14.55457791,13.42706039,2.129737182,0.588929719,0.091561239,0.668959276,2.988406073,2.205552163,1.082984373,17.33427094,0.630205389,3.702242687,2.502991102,3.141597709,57.85206095,3.579931487,4.476903125,6.488429613,2.604504505,1.549405239,5.938038483,1.813256979,11.60833166,7.830892003,2.818888889,2.038969303,8.220259148,17.7848226,15.33023023,14.37092759,10.65400178,3.420642865,2.772701201,3.206660883,10.31936158,7.434726949,24.85558336,5.517196196,3.57876977,5.448857413,3.073638527,1.8539445,0.857198921,13.49186297,4.129019241,6.117552553,6.009073963,37.65220776,4.506372817,1.210710349,10.15482872,0.590847781,5.190848626,10.34234345,66.8935213,2.917134134,2.864400734,2.879859304,3.583478256,1.542965744,5.46836848,0.694609337,0.02439262,0.013363828,2.765544767,24.38645423,0.933189273,10.43739406,3.979465393
4.001146591,1.793453231,2.593502169,14.59517184,13.4680347,2.137158381,0.591090115,0.091897795,0.671415844,2.997874208,2.213419475,1.086837982,17.38438772,0.632514091,3.711830052,2.511470026,3.151476032,57.91588032,3.591419197,4.491292404,6.512269446,2.61354955,1.554805772,5.958917139,1.819762574,11.6331298,7.854379935,2.828444444,2.045921588,8.246060505,17.81724614,15.36808809,14.41649983,10.68710599,3.429540652,2.782646547,3.21573885,10.35322434,7.45779891,24.92005895,5.534935936,3.590911912,5.46738216,3.082344789,1.860006785,0.860279491,13.52283839,4.13945857,6.138411411,6.029467912,37.7471249,4.521705928,1.215157051,10.18854799,0.593015963,5.20842131,10.37145701,66.94848738,2.927364364,2.874556223,2.89005728,3.596236125,1.548509598,5.485510066,0.697158017,0.024478577,0.013409271,2.774572684,24.44630519,0.936607925,10.46540874,3.994076856
4.011672673,1.798204204,2.601063063,14.63576577,13.50900901,2.14457958,0.593250511,0.092234352,0.673872411,3.007342342,2.221286787,1.090691592,17.4345045,0.634822793,3.721417417,2.519948949,3.161354354,57.9796997,3.602906907,4.505681682,6.536109279,2.622594595,1.560206306,5.979795796,1.826268168,11.65792793,7.877867868,2.838,2.052873874,8.271861862,17.84966967,15.40594595,14.46207207,10.72021021,3.438438438,2.792591892,3.224816817,10.38708709,7.480870871,24.98453453,5.552675676,3.603054054,5.485906907,3.091051051,1.866069069,0.86336006,13.55381381,4.149897898,6.15927027,6.049861862,37.84204204,4.537039039,1.219603754,10.22226727,0.595184144,5.225993994,10.40057057,67.00345345,2.937594595,2.884711712,2.900255255,3.608993994,1.554053453,5.502651652,0.699706697,0.024564535,0.013454715,2.783600601,24.50615616,0.940026577,10.49342342,4.008688318
4.022198754,1.802955177,2.608623957,14.67635969,13.54998332,2.152000779,0.595410906,0.092570908,0.676328979,3.016810477,2.229154099,1.094545201,17.48462129,0.637131495,3.731004783,2.528427872,3.171232677,58.04351907,3.614394617,4.52007096,6.559949112,2.63163964,1.56560684,6.000674452,1.832773763,11.68272606,7.9013558,2.847555556,2.059826159,8.297663219,17.8820932,15.4438038,14.50764431,10.75331443,3.447336225,2.802537237,3.233894784,10.42094984,7.503942832,25.04901012,5.570415415,3.615196196,5.504431654,3.099757313,1.872131354,0.86644063,13.58478923,4.160337226,6.180129129,6.070255811,37.93695918,4.55237215,1.224050456,10.25598654,0.597352326,5.243566678,10.42968413,67.05841953,2.947824825,2.894867201,2.910453231,3.621751863,1.559597308,5.519793238,0.702255376,0.024650492,0.013500158,2.792628517,24.56600712,0.943445229,10.5214381,4.023299781
4.032724836,1.807706151,2.616184852,14.71695362,13.59095762,2.159421978,0.597571302,0.092907464,0.678785546,3.026278612,2.23702141,1.09839881,17.53473807,0.639440197,3.740592148,2.536906796,3.181111,58.10733845,3.625882327,4.534460238,6.583788946,2.640684685,1.571007374,6.021553109,1.839279357,11.70752419,7.924843733,2.857111111,2.066778445,8.323464576,17.91451674,15.48166166,14.55321655,10.78641864,3.456234012,2.812482583,3.242972751,10.45481259,7.527014793,25.11348571,5.588155155,3.627338338,5.522956401,3.108463575,1.878193638,0.869521199,13.61576465,4.170776554,6.200987988,6.090649761,38.03187632,4.567705261,1.228497158,10.28970582,0.599520507,5.261139362,10.45879769,67.11338561,2.958055055,2.905022689,2.920651207,3.634509732,1.565141163,5.536934824,0.704804056,0.024736449,0.013545601,2.801656434,24.62585808,0.946863881,10.54945279,4.037911243
4.043250918,1.812457124,2.623745746,14.75754755,13.63193193,2.166843177,0.599731698,0.093244021,0.681242114,3.035746747,2.244888722,1.102252419,17.58485485,0.641748899,3.750179513,2.545385719,3.190989323,58.17115782,3.637370037,4.548849516,6.607628779,2.64972973,1.576407908,6.042431765,1.845784952,11.73232232,7.948331665,2.866666667,2.073730731,8.349265933,17.94694027,15.51951952,14.59878879,10.81952286,3.465131798,2.822427928,3.252050717,10.48867534,7.550086753,25.17796129,5.605894895,3.63948048,5.541481148,3.117169837,1.884255923,0.872601768,13.64674007,4.181215883,6.221846847,6.11104371,38.12679346,4.583038372,1.232943861,10.32342509,0.601688689,5.278712045,10.48791124,67.16835169,2.968285285,2.915178178,2.930849183,3.647267601,1.570685018,5.55407641,0.707352736,0.024822406,0.013591044,2.810684351,24.68570904,0.950282533,10.57746747,4.052522706
4.053776999,1.817208097,2.63130664,14.79814147,13.67290624,2.174264375,0.601892094,0.093580577,0.683698681,3.045214882,2.252756034,1.106106028,17.63497164,0.644057601,3.759766878,2.553864642,3.200867645,58.2349772,3.648857747,4.563238794,6.631468612,2.658774775,1.581808442,6.063310422,1.852290546,11.75712045,7.971819597,2.876222222,2.080683016,8.37506729,17.97936381,15.55737738,14.64436103,10.85262707,3.474029585,2.832373273,3.261128684,10.52253809,7.573158714,25.24243688,5.623634635,3.651622623,5.560005895,3.125876098,1.890318207,0.875682338,13.67771549,4.191655211,6.242705706,6.13143766,38.2217106,4.598371483,1.237390563,10.35714437,0.60385687,5.296284729,10.5170248,67.22331776,2.978515516,2.925333667,2.941047158,3.66002547,1.576228873,5.571217996,0.709901416,0.024908363,0.013636488,2.819712268,24.74556,0.953701185,10.60548215,4.067134169
4.064303081,1.82195907,2.638867534,14.8387354,13.71388055,2.181685574,0.60405249,0.093917134,0.686155249,3.054683016,2.260623346,1.109959637,17.68508842,0.646366303,3.769354243,2.562343566,3.210745968,58.29879657,3.660345457,4.577628073,6.655308445,2.66781982,1.587208976,6.084189078,1.858796141,11.78191859,7.99530753,2.885777778,2.087635302,8.400868646,18.01178734,15.59523524,14.68993327,10.88573129,3.482927372,2.842318619,3.270206651,10.55640085,7.596230675,25.30691247,5.641374374,3.663764765,5.578530642,3.13458236,1.896380492,0.878762907,13.70869091,4.202094539,6.263564565,6.151831609,38.31662774,4.613704593,1.241837265,10.39086364,0.606025052,5.313857413,10.54613836,67.27828384,2.988745746,2.935489156,2.951245134,3.672783339,1.581772728,5.588359582,0.712450096,0.02499432,0.013681931,2.828740185,24.80541097,0.957119837,10.63349683,4.081745631
4.074829162,1.826710043,2.646428428,14.87932933,13.75485485,2.189106773,0.606212886,0.09425369,0.688611816,3.064151151,2.268490657,1.113813247,17.73520521,0.648675005,3.778941608,2.570822489,3.220624291,58.36261595,3.671833166,4.592017351,6.679148278,2.676864865,1.59260951,6.105067734,1.865301735,11.80671672,8.018795462,2.895333333,2.094587588,8.426670003,18.04421088,15.63309309,14.73550551,10.9188355,3.491825158,2.852263964,3.279284618,10.5902636,7.619302636,25.37138805,5.659114114,3.675906907,5.597055389,3.143288622,1.902442776,0.881843477,13.73966633,4.212533867,6.284423423,6.172225559,38.41154488,4.629037704,1.246283967,10.42458292,0.608193233,5.331430097,10.57525192,67.33324992,2.998975976,2.945644645,2.96144311,3.685541208,1.587316583,5.605501168,0.714998775,0.025080277,0.013727374,2.837768101,24.86526193,0.960538488,10.66151151,4.096357094
